block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/afcmac,Assistance for Cultivation of Medicinal/ Aromatic Crops,Gujarat,"The scheme provides financial assistance up to 75% of the cost or ₹11,250/- per hectare (whichever is lower) to farmers in Gujarat cultivating medicinal or aromatic crops on land between 0.20 and 4 hectares.",Agriculture,Aromatic Crops,Medicinal Crops,,,
https://www.myscheme.gov.in/schemes/tshsdfl,Trainning Scheme for Horticulture Skill Development to Landless farm labour at Centre of Excelence of Department,Gujarat,"The ""Training Scheme for Horticulture Skill Development to Landless Farm Labour at Centre of Excellence of Department"" aims to provide skill development training in horticulture to landless farm labourers through the Centres of Excellence.",Farmer,Horticulture Training,Skill Development,,,
https://www.myscheme.gov.in/schemes/sgdtly,100% State Government Divyangjan Term Loan Yojana,Gujarat,"The scheme provides provide financial support to native residents of Gujarat who have a disability of 40% or more. The eligible individuals can avail of a term loan ranging from ₹50,000/- to ₹1,00,000/- at a concessional interest rate of 6% per annum for a repayment period of five years.",Differently Abled,Disability,Loan,Social Welfare,,
https://www.myscheme.gov.in/schemes/fadedp,Financial Assistance to Destitute Elderly and Disabled Person,Gujarat,"The scheme ""Financial Assistance to Destitute Elderly and Disabled Person"" provides monthly financial aid to elderly individuals (60+) and severely disabled persons who meet specific income and dependency criteria.",Disabled Person,Elderly Pension,Senior Citizen,Social Welfare,,
https://www.myscheme.gov.in/schemes/pvlvls,Passenger Vehicle/Loading Vehicle Loan Scheme (DAADC),Gujarat,"The ""Passenger Vehicle/Loading Vehicle Loan Scheme"" introduced by the Social Justice and Empowerment Department provides financial support to unemployed individuals from Antyodaya Caste for purchasing passenger or freight vehicles.",Antyodaya,Employment,Loading Vehicle Loan,Passenger Vehicle Loan,Scheduled Caste,
https://www.myscheme.gov.in/schemes/newakankshaggvn,New Akanksha Scheme (Higher Education Loan) (GGDC),Gujarat,"This scheme provides educational loans of up to ₹15.00 lakh to students belonging to the Rabari and Bharwad castes from socially and educationally backward classes for pursuing higher professional courses such as medical, dental, engineering, pharmacy, etc.",Bharwad Caste,Higher Education,Loan,Rabari Caste,Student,
https://www.myscheme.gov.in/schemes/cspnjgesebcebc,"Coaching Sahay for the Preparation of NEET, JEE, GUJCET Examination to both Socially and Educationally Backward Class Trainees/Students and Female Students and Economically Backward Class Students",Gujarat,"The scheme aims to support Socially and Educationally Backward Class (SEBC) and Economically Backward Class (EBC) students with coaching fee assistance. Up to ₹20,000 or actual fee is provided for one exam preparation.",Coaching,Competitive Exam,Financial Assistance,GUJCET,JEE,NEET
https://www.myscheme.gov.in/schemes/siasebctpce,Special Incentive Assistance to Socially and Educationally Backward Class Trainees for Pre-preparation of Competitive Examination,Gujarat,"Under this scheme, to provide financial assistance of up to ₹20,000/- to socially and educationally backward class students preparing for state and central government job exams.",Competitive Exam,Financial Assistance,GPSC,SSC,Student,
https://www.myscheme.gov.in/schemes/mgbghsc,Maintenance of Govt Boys and Girls Hostels (SC),Gujarat,"Under this scheme, it provides free hostel, food, and academic facilities to scheduled caste students pursuing post-SSC education.",Education,Free Meal,Hostel,Student,Textbooks,
https://www.myscheme.gov.in/schemes/stpfapcl,Scheme to Provide Financial Assistance for the Production and Publication of Excellent Original Children's Literature,Gujarat,"The scheme aims to promote high-quality literary works for children by providing financial support to Gujarati authors for publishing original, unpublished children's books that contribute to cultural and moral development.",Book Publishing Aid,Child Literature,Kids Books,,,
https://www.myscheme.gov.in/schemes/srcs,Samarth-Respite Care Scheme,Ministry Of Social Justice and Empowerment,"Samarth (Respite Care) scheme, launched by the Department of Empowerment of Persons with Disabilities, aims at setting up Samarth Centres for providing respite and residential care for the specified categories of Persons with Disability (PwD).",Abandoned,Group Home,Orphan,Person With Disability,Respite And Residential Care,
https://www.myscheme.gov.in/schemes/pmsssc,Pre- Matric Scholarships Scheme for Scheduled Castes & Others,Ministry Of Social Justice and Empowerment,"The Pre-Matric Scholarship Scheme for Scheduled Castes & others is a Centrally Sponsored Scheme implemented by the Ministry of Social Justice and Empowerment, Government of India.",Financial Assistance,Scholarship,Student,,,
https://www.myscheme.gov.in/schemes/kbnmy-sebcebc,Kunwar Bai Nu Mameru Yojana- SEBC & EBC,Gujarat,"The scheme aims to provide marriage-related financial aid of ₹12,000 per daughter (up to two daughters per family) to socially and educationally backward classes and economically backward class families.",EBC,Financial Assistance,Girl,Marriage,SEBC,
https://www.myscheme.gov.in/schemes/kyg,Kutirjyoti Yojana Gujarat,Gujarat,The scheme aims to provide free household electricity connections to Scheduled Tribe families in tribal areas.,BPL,Electricity Connection,Household,Schedule Tribe,Tribal Areas,
https://www.myscheme.gov.in/schemes/vajra,Visiting Advanced Joint Research Faculty Scheme,Ministry Of Science And Technology,VAJRA Faculty Scheme is a dedicated program exclusively for overseas scientists and academicians with emphasis on NRI and Persons of Indian Origin/Overseas Citizen of India to work as adjunct/visiting faculty for a specific period of time in Indian Public funded academic and research institutions.,Faculty,Joint Research,NRI,OCI,Overseas,SERB
https://www.myscheme.gov.in/schemes/sire,SERB International Research Experience,Ministry Of Science And Technology,"The Science and Engineering Research Board (SERB), a statutory body under the Department of Science and Technology, Government of India has launched ""SERB International Research Experience (SIRE)"".",Fellow,Fellowship,International Research,SERB,SIRE,
https://www.myscheme.gov.in/schemes/serbrss,SERB Research Scientist Scheme,Ministry Of Science And Technology,"SERB Board has launched a new ‘SERB Research Scientist (SRS) Scheme’ for the awardees of INSPIRE Faculty and Ramanujan Fellowships, who fail to secure regular positions after completion of the regular tenure of five years in the respective schemes.",Faculty,Fellowship,INSPIRE,Ramanujan,Research Scientist,SERB
https://www.myscheme.gov.in/schemes/jcbs,J.C. Bose Fellowship,Ministry Of Science And Technology,The “J.C. Bose fellowship” is awarded to active scientists in recognition of their outstanding performance. The fellowship is scientist-specific and very selective.,Bose,Fellowship,Research,Science,Scientist,
https://www.myscheme.gov.in/schemes/neca,National Energy Conservation Award,Ministry Of Power,The scheme aims to recognize and reward organizations for their exemplary efforts in energy conservation and energy efficiency.,Building,Electricity,Industries,National Award,Transport,
https://www.myscheme.gov.in/schemes/ndaa,National Dhanwantari Ayurveda Award,Ministry Of Ayush,"The objective of the award is to motivate vaidyas and Ayurveda experts to adopt and showcase best practices in Ayurveda, promoting high standards of excellence. The award also aims to encourage innovation and outstanding performance in the field through healthy competition.",Award,Ayurved,International Level,National Dhanwantari,,
https://www.myscheme.gov.in/schemes/nssw,New Swarnima Scheme For Women,Ministry Of Social Justice and Empowerment,"A term loan scheme by the Ministry of Social Justice and Empowerment for women entrepreneurs from backward classes to obtain a loan of up to ₹ 2,00,000/- @ 5% per annum, thereby providing them social & financial security.",Backward Class,Business,Empowerment,Entrepreneur,Financial Assistance,Women
https://www.myscheme.gov.in/schemes/iddsg,Integrated Dairy Development Scheme Gujarat,Gujarat,"Under this scheme, tribal women beneficiaries are provided with milch cattle, dairy equipment, and financial assistance of up to ₹90,000 per unit.",Animal Husbandry,Financial Assistance,Subsidy,Women,,
https://www.myscheme.gov.in/schemes/hmcpf,Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,Ministry Of Health & Family Welfare,"The scheme-component aims to provide financial assistance to poor patients living below the poverty line and suffering from cancer, for their treatment at 27 Regional Cancer Centers (RCCs).",BPL,Cancer Treatment,Patient,,,
https://www.myscheme.gov.in/schemes/pmgkp,Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19,Ministry Of Health & Family Welfare,"The scheme aims to provide financial protection through insurance cover of ₹50,00,000/- to healthcare workers fighting COVID-19.",COVID-19,Health Workers,Life Insurance,,,
https://www.myscheme.gov.in/schemes/cdpnercc,Coffee Development Programme in North Eastern Region: Consolidation of Coffee,Ministry Of Commerce And Industry,"The scheme ""Consolidation of Coffee"" aims to increase the productivity of the existing coffee holdings by gap filling or rejuvenation, followed by improved cultivation methods such as application of compost, bush management, shade management, pest and disease control, etc.",Agriculture,DBT,Farmer,Financial Assistance,Subsidy,
https://www.myscheme.gov.in/schemes/ssfgcojmmw,Scholarship Scheme for Girl Children of Workers of Jute Mills/MSME JDP Units,Ministry Of Textiles,"National Jute Board Act, 2008 provides to “secure better working conditions and provisions and improve amenities and incentives for workers engaged in the jute industry.”",Education,Girl,Scholarship,Welfare,Worker Children,
https://www.myscheme.gov.in/schemes/ddsy,Deen Dayal SPARSH Yojana (Scholarship For Promotion Of Aptitude & Research In Stamps As A Hobby),Ministry Of Communication,"""Deen Dayal SPARSH Yojana"" awards annual scholarships to students who have good academic records and are also pursuing 'Philately' as a hobby. The objective is to “Promote Philately among children at a young age in a sustainable manner that can reinforce and supplement the academic curriculum.",Post,Pre-Matric,Scholarship,Student,,
https://www.myscheme.gov.in/schemes/vpby,Varishtha Pension Bima Yojana,Ministry Of Finance,"The scheme aims to provide a pension scheme for senior citizens. Through this scheme, immediate annuity, pension, and return of purchase price on death are provided to citizens aged 60 years and above.",Immediate Annuity,Pension,Pensioner,Return Of Purchase Price On Death,Senior Citizens,
https://www.myscheme.gov.in/schemes/wise-pdf,WISE Post-Doctoral Fellowship,Ministry Of Science And Technology,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,Fellowship,KIRAN,Post-Doctoral,Research,WISE,Woman
https://www.myscheme.gov.in/schemes/llbip,LLB Internship Programme,Ministry Of Law and Justice,"Department of Justice introduced an Internship Programme for young law students. The purpose is to well acquaint law students in the field of research & referencing work, in various specialized areas of justice delivery, such as Tele-Law, Nyaya Bandhu etc.",Access To Justice,Internship,Law Students,Research,,
https://www.myscheme.gov.in/schemes/sgs,Good Samaritan Scheme,Ministry Of Road Transport & Highways,"Launched on 3rd Oct 2021 by the MoRTH, the scheme grants an award to the good samaritan who has saved the life of a victim of a fatal accident (involving a motor vehicle) by administering immediate assistance and rushing to the Hospital/Trauma Care Centre within the Golden Hour of the accident.",Accident,Citizen Empowerment,Health,,,
https://www.myscheme.gov.in/schemes/nsigse,National Scheme Of Incentive To Girls For Secondary Education,Ministry of Education,"The National Scheme of Incentive to Girls for Secondary Education promotes the girl child's enrolment of 14-18 years age group at secondary stage, who passes class 8th and subsequently drops out for various socio-economic reasons.",Education,Girl Child,Incentive,Pre-Matric,,
https://www.myscheme.gov.in/schemes/sjpfsgc,Savitribai Jyotirao Phule Fellowship For Single Girl Child,Ministry of Education,"Savitribai Jyotirao Phule Fellowship for Single Girl Child (SJSGC) is a Fellowship Scheme by the University Grants Commission (UGC), Department of Higher Education, for pursuing research work leading to the award of a Ph.D. degree. The target group of this scheme is the ‘single girl child'.",Fellowship,Girl Child,PhD,,,
https://www.myscheme.gov.in/schemes/avts,Advanced Vocational Training Scheme,Ministry Of Skill Development And Entrepreneurship,"The scheme aims to provide innovative, effective and integrated training opportunities for work force who need new skills to enjoy the dignity that comes with employment, independence and self-reliance.",Hostel Facility,Industry Relevant Courses,Short Term Skill,Skill Upgradation,Tailor Course,Training Courses
https://www.myscheme.gov.in/schemes/pm-svanidhi,PM Street Vendor’s AtmaNirbhar Nidhi (PM SVANidhi),Ministry Of Housing & Urban Affairs,"PM SVANidhi is a micro-credit scheme launched on 1st June 2020 by the MoHUA to provide handholding support to street vendors. The scheme facilitates a working capital collateral-free loan of ₹10,000, with subsequent loans of ₹20,000 and ₹50,000 with a 7% interest subsidy.",Affordable Credit,Digital Empowerment,Enhanced Livelihood,Street Vendors,Working Capital Loan,
https://www.myscheme.gov.in/schemes/favct,Financial Assistance To Visually Challenged Teachers,Ministry of Education,"Financial assistance scheme providing up to ₹36,000 annually to visually challenged permanent college teachers for reader assistance, Braille books, and learning aids. Implemented by University Grants Commission to support teaching, research, and academic independence.",Financial Assistance For Disabled Faculty,Higher Education Disability Grant,Learning Aids Support,Reader Allowance Scheme,,
https://www.myscheme.gov.in/schemes/pliwg,Production Linked Incentive (PLI) Scheme for White Goods (Air Conditioners and LED Lights),Ministry Of Commerce And Industry,"The scheme targets manufacturers of components / sub-assemblies of Air Conditioners & LED Lights and offers 4–6% incentive on incremental sales to boost localization, reduce imports, and build a domestic supply chain.",AC,DPIIT,Incentive,LED,PLI,White Goods
https://www.myscheme.gov.in/schemes/pmis,Prime Minister’s Internship Scheme,Ministry of Corporate Affairs,"The scheme aims to provide internship opportunities to one crore youth in top 500 companies in five years. Through this Scheme, youth will gain exposure for 12 months to real-life business environment, across varied professions and employment opportunities.",Employment Opportunities,Internship,Monthly Assistance,Skill Development,Training,Youth
https://www.myscheme.gov.in/schemes/nreis,National Renewable Energy Internship Scheme,Ministry Of New and Renewable Energy,"The ""National Renewable Energy Internship Scheme"" by MNRE provides internship opportunities to facilitate students pursuing undergraduate/graduate/post-graduate degrees (Engineering, Science, Management, Law, etc) or research scholars enrolled in recognized institutes/universities.",Graduation,Internship,Renewable Energy,Student,,
https://www.myscheme.gov.in/schemes/gvyoj,Khadi Gramodyog Vikas Yojana: Gramodyog Vikas Yojana,"Ministry Of Micro, Small and Medium Enterprises","The scheme aims to increase productivity and wages of Khadi artisans, improve production infrastructure, boost employment and sales, revive traditional rural skills, modernize sales outlets, and promote marketing and exports.",Agarbatti Programme,Beekeeping Activity,Gramodyog,Khadi,Leather Footwear Activity,Pottery Activity
https://www.myscheme.gov.in/schemes/pmscteoicphh,Pre-Matric Scholarships to the Children of Those Engaged in Occupations Involving Cleaning and Prone to Health Hazards,Ministry Of Social Justice and Empowerment,"The objective of the scheme is to provide financial assistance to children whose parents/guardians belong to one of the following categories, to pursue Pre-Matric education: Tanners, Flayers, Waste Pickers and Persons who are either presently engaged in Manual Scavenging.",Education,Pre-Matric,Scholarship,School,Student,
https://www.myscheme.gov.in/schemes/sipgrs-mospi,Scheme of Internship for Post-Graduate/Research Students,Ministry Of Statistics and Programme Implementation,MoSPI is implementing the scheme of Internship for Post-graduate/Research Students of Statistics/ Mathematical Statistics/ Operations Research/ Economics/ Demography or any of the applied field of Statistics of recognized Universities//Institutions.,Education,Internship,Statistics,Student,,
https://www.myscheme.gov.in/schemes/rrf,Ramalingaswami Re-Entry Fellowship,Ministry Of Science And Technology,The Department of Biotechnology has instituted a scheme known as the “Ramalingaswami Re-Entry Fellowship”. The scheme is aimed at Indian Nationals who are working overseas in various fields of biotechnology and life sciences and are interested in taking up scientific research positions in India.,Fellowship,Grant,PhD,Research,,
https://www.myscheme.gov.in/schemes/ra,Research Associates (RA),Ministry Of Science And Technology,The Research Associates (RAs) of the Department of Biotechnology (DBT) in India are individuals who engage in research work under the DBT-Research Associateship Program in Biotechnology and its was started in 1999.,Bio-Technology,Education,Employment,,,
https://www.myscheme.gov.in/schemes/wise-scope-fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Ministry Of Science And Technology,"The “WISE-SCOPE Fellowship” Program was started by the Department of Science & Technology, Government of India with the aims to provide opportunity to Women Scientists and Technologists who have completed Ph.D. and want to utilize their S&T knowledge and expertise for the benefit of society.",Fellowship,Research,Scientist,SCOPE,WISE,Woman
https://www.myscheme.gov.in/schemes/pmssrpf,Prime Minister's Scholarship Scheme for Railway Protection Force,Ministry Of Railways,Prime Minister’s Scholarship Scheme (PMSS) for RPF was announced by Hon’ble Prime Minister of India in his address to the nation from the historical Red Ford on 15th August 2005 to encourage higher technical and professional education for the dependent wards of Ex/Serving RPF/RPSF personnel& widows.,Railway,RPF,RPSF,Scholarship,Student,
https://www.myscheme.gov.in/schemes/igstcifphdief,IGSTC Industrial Fellowship- PhD Industrial Exposure Fellowship,Ministry Of Science And Technology,"The ""Indo-German Science & Technology Centre (IGSTC) Industrial Fellowship Programme"" was launched by Secretary, Department of Science and Technology, Govt. of India on the occasion of IGSTC’s 11th Foundation Day on 14th June 2021 to support young Indian researchers for industrial exposure in German",Fellowship,Germany,IGSTC,Indo-German,Industrial Exposure,PhD
https://www.myscheme.gov.in/schemes/igstcif-pdif,IGSTC Industrial Fellowship- Post Doctoral Industrial Fellowship,Ministry Of Science And Technology,This programme is aimed at encouraging Postdoctoral researchers/fresh PhDs in S&T with appreciable track record and having aptitude for applied research and technology development.,Fellowship,Germany,IGSTC,Indo-German,Post Doctoral,Research
https://www.myscheme.gov.in/schemes/pmfdr,Prime Minister’s Fellowship for Doctoral Research,Ministry Of Science And Technology,"Prime Minister’s Fellowship for Doctoral Research scheme is a prestigious initiative of Science and Engineering Research Board (SERB), Department of Science & Technology, Government of India towards the advancement of university research engagements in line with industry requirement.",Doctoral,Fellow,Fellowship,PhD,Research,SERB
https://www.myscheme.gov.in/schemes/sn2408,National Fellowship for Students with Disabilities,Ministry Of Social Justice and Empowerment,"A Scheme ""National Fellowship For Students With Disabilities"" was initiated by the Department of Empowerment of Persons with Disabilities under the ""Ministry of Social Justice and Empowerment"".",Education,Fellowship,Learning,,,
https://www.myscheme.gov.in/schemes/psgs-deg,Pragati Scholarship Scheme For Girl Students (Technical Degree),Ministry of Education,A scholarship scheme by MoE for Girl Students admitted in 1st or 2nd Year of the technical degree course in an AICTE approved institution. The benefits are provided for max. 4 years for first-year admitted students and max. 3 years for second-year admitted students through lateral entry.,College Fee,Degree,Education,Female,Scholarship,Student
https://www.myscheme.gov.in/schemes/pdfscstc,Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,Ministry of Education,"This scheme has been initiated keeping in view social background of candidates from the deprived section of society and to provide them an opportunity to undertake advanced studies and research in Science, Engineering & Technology, Humanities and Social Sciences in Indian Universities/Institutions.",Fellowship,Post Doctoral,Scheduled Caste,Scheduled Tribe,Student,UGC
https://www.myscheme.gov.in/schemes/cbssc-msy,Mahila Samriddhi Yojana,Ministry Of Social Justice and Empowerment,"This is a micro-financing programme aiming towards the empowerment of women from underprivileged backgrounds or economically backward areas. Through this scheme, these women can apply for a loan at a nominal interest rate to fulfil their dreams and goals and gain financial independence.",Empowerment,Financial Inclusion Women,SHG Women,,,
https://www.myscheme.gov.in/schemes/rmewf-disabled-child,RMEWF-Financial Assistance To 100% Disabled Child Of Ex-Servicemen,Ministry Of Defence,A scheme to provide financial assistance to Ex-Servicemen or their widows for their 100% disabled child.,Child,Differently Abled,Ex-Servicemen,Financial Assistance,Widow,
https://www.myscheme.gov.in/schemes/ismole,Internship Scheme Of The Ministry Of Labour & Employment,Ministry Of Labour and Employment,"Through the Internship Scheme, the Ministry of Labour & Employment engage eligible students as “Interns"" to work for mutual benefit. The “Interns” shall have an opportunity to know about the Government functioning and Department Policy issues in the Government of India.",Internship,Labour,Law,Research,Student,
https://www.myscheme.gov.in/schemes/els-nmdfc,Education Loan Scheme of NMDFC,Ministry Of Minority Affairs,"Loan of upto ₹20,00,000/- for domestic courses & ₹30,00,000/- for courses abroad under Credit  Line-1 and Credit line -2 is extended to beneficiaries belong to minority communities at 3% p.a. & 8% p.a respectively.",Education Loan Scheme Of NMDFC,,,,,
https://www.myscheme.gov.in/schemes/poesoisincong,Promotion of Exportable surplus of identified spices in NE: Cultivation of NE ginger (Ha),Ministry Of Commerce And Industry,"The objective of the scheme is to promote the cultivation of ginger in the North Eastern region by supporting farmers with financial assistance for quality planting material, enhancing productivity and quality, and increasing the exportable surplus of spices from the region.",Agriculture,Farmer,Farming,Ginger,,
https://www.myscheme.gov.in/schemes/qip,Quality Improvement Programme (QIP),Ministry of Education,The primary objective of this scheme is to enhance the expertise and capabilities of faculty members in degree and diploma-level institutions across the country. The aim is to enable teachers to acquire Master's and Doctoral degrees and instil in them a culture of research.,Allowance,Direct Benefit Transfer,Faculty,Postgraduation,Scholarship,
https://www.myscheme.gov.in/schemes/css-umscs,Centrally Sponsored Scheme of Upgradation of Merit of Scheduled Caste Students,Ministry Of Social Justice and Empowerment,"The scheme aims to upgrade the merit of Scheduled Caste students by providing them with facilities for all round development through education in residential or non-residential schools, addressing their educational deficiencies that prevent them from taking advantage of reservation quotas.",Education,Merit,Scholarship,School,Student,
https://www.myscheme.gov.in/schemes/jdrcs,Jute Design Resource Centre Scheme,Ministry Of Textiles,"The scheme aims to foster innovation and product diversification in the Jute Diversified Products sector. It provides innovative designs, skill training, and technical specifications to Jute Artisans, Micro Small and Medium Enterprises, Exporters, and Women Self Help Groups.",Artisan,Design,Entrepreneur,Exporter,Innovation,Training
https://www.myscheme.gov.in/schemes/chobcbg,Construction of Hostels for OBC Boys and Girls,Ministry Of Social Justice and Empowerment,"The Scheme aims at providing hostel facilities to students belonging to socially and educationally backward classes, especially from rural areas, to enable them to pursue secondary and higher education.",Central Universities,Construction Of Hostels,Funding For Construction,OBC,,
https://www.myscheme.gov.in/schemes/pdf,Post Doctoral Fellowship (PRL Funded),Ministry Of Science And Technology,"The fellowship offers candidates the opportunity to pursue research in PRL’s cutting-edge science & engineering research areas. The tenure of the fellowship is for a maximum of two years, subject to annual progress reviews. The fellowship provides a competitive stipend, research opportunities.",Fellowship,Opportunity,PhD,Researchers,,
https://www.myscheme.gov.in/schemes/pmyasasvipmsobcebcdnts,"PM-YASASVI: Pre-Matric Scholarship for OBC, EBC and DNT Students",Ministry Of Social Justice and Empowerment,"The objective of the Centrally Sponsored Scheme of Pre-Matric Scholarship for OBC, EBC, and DNT students (who are not covered under SC, ST, or OBC) is welfare and motivation to the children of these categories by providing financial assistance at pre-matriculation or secondary stage.",DNT,EBC,OBC,PM-YASASVI,Pre-Matric,Scholarship
https://www.myscheme.gov.in/schemes/hoapssa,Hari Om Ashram Prerit Senior Scientist Award,Ministry Of Science And Technology,"The Hari Om Ashram Prerit Senior Scientist Award was established to commemorate the birth centenary of Pujya Shri Mota, the founder of the Hari Om Ashram, Nadiad. It is awarded to an eminent Indian scientist for their innovative and outstanding contributions to the field of Science and Technology.",Award,Cash Prize,Scientist,,,
https://www.myscheme.gov.in/schemes/pgmssurhula,Post Graduate Scholarship for University Rank Holders Scheme,Ministry of Education,"The scheme aims to attract talented students towards higher education and promote academic excellence at the postgraduate level. The scholarship is tenable for the full duration of the postgraduate course, subject to a maximum period of two years.",Higher Education,Postgraduate Studies,Scholarship,Student,,
https://www.myscheme.gov.in/schemes/ns-icarif,Netaji Subhas - ICAR International Fellowship,Ministry Of Agriculture and Farmers Welfare,"The scheme aims to develop competent human resources in agriculture and allied sciences through international doctoral education and research opportunities, while providing fellowship support, travel assistance, and exposure to world-class institutions.",Agricultural Research,Agriculture,Doctoral Degree,Fellowship,Overseas Study,Research Fellowship
https://www.myscheme.gov.in/schemes/copy-of-pmrc-hi,Prime Minister Research Chair (PMRC) Scheme - For Host Institutions,Ministry of Education,"The scheme is a flagship national initiative that aims to attract & engage leading Indian-origin researchers, scientists & professionals from abroad & place them at premier government higher education institutions & national research laboratories in India to undertake cutting-edge research.",Host Institution,National Laboratories,Professional,Research,Research Institutions,Researcher
https://www.myscheme.gov.in/schemes/nts-pg,National Talent Scholarship Postgraduate,Ministry Of Agriculture and Farmers Welfare,Merit-based support through the National Talent Scholarship to the post-graduate students seeking admission in agricultural universities in a state other than the state of their domicile through ICAR All India Entrance Examination (AIEE).,Agricultural,Postgraduate,Scholarship,Student,,
https://www.myscheme.gov.in/schemes/safaew-bcew,Financial Assistance for Education to the Wards of Beedi/Cine/IOMC/LSDM Workers – Pre & Post-Matric,Ministry Of Labour and Employment,"The scheme aims to fund the pre-matric and post-matric education of wards belonging to specific mine, beedi, and cine workers. It provides annual scholarships between ₹1,000/- and ₹25,000/- based on the student's academic level and course type.",Direct Benefit Transfer,Education,Financial Assistance,Scholarship,Student,
https://www.myscheme.gov.in/schemes/mdckra,Major Dhyan Chand Khel Ratna Award,Ministry Of Youth Affairs & Sports,"Named after the hockey wizard Major Dhyan Chand (1905–79), an Indian legendary field hockey player, ""Major Dhyan Chand Khel Ratna Award"" is the highest sporting honour of India. Instituted in 1991–1992, the award is conferred annually by the Ministry of Youth Affairs and Sports, Government of India.",Award,Financial Assistance,Sports,Sportsperson,,
https://www.myscheme.gov.in/schemes/ncscscst,National Career Service Centers For SC/STs (erstwhile Coaching-cum-Guidance Centre for SC/STs),Ministry Of Labour and Employment,"The scheme provides vocational guidance, confidence-building programmes, personality development sessions, practice in typing and shorthand, special coaching for competitive exams, and computer training courses. The applicant must be an educated, unemployed SC/ST jobseeker.",Coaching,Counselling,Scheduled Caste,Scheduled Tribe,Stipend,Student
https://www.myscheme.gov.in/schemes/pmkvy-rpl,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Recognition Of Prior Learning,Ministry Of Skill Development And Entrepreneurship,"The scheme aims to certify the existing skills of experienced candidates. Through this scheme, free assessment, upskilling, certification, and insurance are provided to Indian candidates.",Industry Training,Kaushal,Skill,Vikas,,
https://www.myscheme.gov.in/schemes/isfepqiisaradocofics,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Organic Farming: Internal Control System (ICS) (nos),Ministry Of Commerce And Industry,"Under this scheme to support the grower groups / FPOs to establish grower group certification in order to prepare farmers on group formation, organic regulations, certification procedures, training, documentation, internal inspection etc. for organic certification and aggregation of the produce.",Farmers,Farming,Internal Control System,Organic Regulations,,
https://www.myscheme.gov.in/schemes/kiscusi,Khelo India Scheme: Creation and Upgradation of Sports Infrastructure,Ministry Of Youth Affairs & Sports,"The scheme component aims to create and upgrade sports infrastructure across the country by providing financial assistance for modern sports facilities, sports science infrastructure, and sports equipment to eligible entities.",Educational Institutions,Sports Equipment,Sports Grants,Sports Infrastructure,State Governments,
https://www.myscheme.gov.in/schemes/pmkvy-stt,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Short-Term Training,Ministry Of Skill Development And Entrepreneurship,"The scheme aims to provide demand-driven, employability-focused skill training. Through this scheme, free NSQF-aligned training, On-the-Job Training, certification, and allowances are provided to Indian youth.",Counselling,Dropout,Kaushal,Placement,Skill,Training
https://www.myscheme.gov.in/schemes/sr,Student READY (Rural Entrepreneurship Awareness Development Yojana),Ministry Of Agriculture and Farmers Welfare,"The Student READY (Rural Entrepreneurship Awareness Development Yojana) program aims to provide rural entrepreneurship awareness, and practical experience in a real-life situation in rural agriculture, and create awareness to undergraduate students about practical agriculture and allied sciences.",Agriculture,Farmers,Internship,Research And Education,Student,
https://www.myscheme.gov.in/schemes/isfepqiisaradocphitbnos,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Post-Harvest Improvement: Turmeric boiler ( nos),Ministry Of Commerce And Industry,To motivate the growers to boil the turmeric hygienically using steam boiling unit and to produce quality turmeric suitable for exports,Agriculture,Farmer,Farming,Turmeric Boiler,,
https://www.myscheme.gov.in/schemes/pbby,Pravasi Bharatiya Bima Yojana,Ministry Of External Affairs,A mandatory insurance scheme by Ministry of External Affairs (MEA) for safeguarding the interests of Indian emigrant workers falling under Emigration Check Required (ECR) category going for overseas employment to ECR countries.,Employment,Financial Assistance,Insurance,Medical Insurance,Non Resident Indian,Person With Disability
https://www.myscheme.gov.in/schemes/smile-skill-and-training,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons – Skill Development And Training,Ministry Of Finance,The scheme aims to provide employment opportunities to the person belonging to transgender person community by providing them market-oriented skills.,Skill Developemnt,Training,Transgender,,,
https://www.myscheme.gov.in/schemes/smile-scholarship,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons,Ministry Of Social Justice and Empowerment,A scheme to provide Financial Assistance in the form of scholarships is provided to Transgender students studying in secondary school (IX & X)  & senior secondary school (XI & XII) to reduce the incidence of dropout and support their educational aspirations.,Rehabilitation,Scholarship,Secondary Education,Senior Secondary Education,Transgender,
